,NUMBER_OF_HITS,HIT_INTENSITY,NUMBER_OF_TUG,TOTAL_FRAMES_IN_TUG,NUMBER_OF_JERK,TIME,NUMBER_OF_RINGDROP,VARIANCE,ARC_LENGTH,CURVATURE_MAX_COUNT
0,0.39641248358604597,-0.30151134457776335,0.282508604751919,0.41998487500390996,-0.6452783169373421,-1.0076964354735412,-0.09667364890456652,0.1780590182014455,-0.5015582004207754,-1.2608778126905007
1,0.39641248358604597,-0.30151134457776335,-0.12980125083196284,0.24210892794343047,-0.6452783169373421,-0.9215903409176022,-0.09667364890456652,0.01578439947426118,-0.5528699430724116,-0.708444531673973
2,0.39641248358604597,-0.30151134457776335,0.6948184603358009,0.5533918352992696,-0.6452783169373421,-0.2327415844700896,-0.09667364890456652,-0.2737812185680811,-0.14708843167770097,-0.01790293040331342
3,0.39641248358604597,3.3166247903553967,-0.12980125083196284,-0.20258093970776833,0.8427656310178099,-0.3188476790260287,-0.09667364890456652,0.5116674664832854,0.01447789649140371,-0.29411957091157725
4,-1.5496124358363614,-0.30151134457776335,-0.12980125083196284,-0.4693948602984876,-0.6452783169373421,-1.1179122365051433,10.344080432788617,-0.2848450814079114,-0.8981581206547167,-0.4322278911657092
5,-1.5496124358363614,-0.30151134457776335,0.282508604751919,0.24210892794343047,0.0987436570402339,-1.2660147191413584,-0.09667364890456652,0.38626767417204444,-0.8060718470948431,-0.9846611721822369
6,-0.5765999761251577,-0.30151134457776335,-0.12980125083196284,0.1531709544131907,0.5947583063586178,-0.5874986940405587,-0.09667364890456652,0.3504075021226343,0.007098065723442511,-0.4322278911657092
7,-0.5765999761251577,-0.30151134457776335,-0.12980125083196284,0.06423298088295094,0.0987436570402339,-1.0903582862472427,-0.09667364890456652,0.4570113044035008,-0.5755385138029239,-0.846552851928105
8,0.39641248358604597,-0.30151134457776335,-0.12980125083196284,0.10870196764807083,-0.6452783169373421,-0.9215903409176022,-0.09667364890456652,0.5010392885897103,-0.24543513292723756,-0.846552851928105
9,0.39641248358604597,3.3166247903553967,-0.12980125083196284,0.7757367691248689,-0.6452783169373421,-0.5082810870490946,-0.09667364890456652,-0.37524124413933485,-0.5329343679607101,-0.5703362114198411
10,-0.5765999761251577,-0.30151134457776335,0.6948184603358009,-0.06917397941240869,-0.6452783169373421,-0.9250345846998398,-0.09667364890456652,-0.1383980557182348,-0.7127256760686944,-0.4322278911657092
11,-0.5765999761251577,-0.30151134457776335,-0.12980125083196284,0.19763994117831057,-0.6452783169373421,-1.379674763955198,-0.09667364890456652,0.29247702741063075,-0.9194929131586583,-0.846552851928105
12,-1.5496124358363614,-0.30151134457776335,-0.5421111064158447,-0.6028018205938472,-0.6452783169373421,-1.2143510624077951,-0.09667364890456652,0.5096366216861351,-0.6418720124583766,-0.846552851928105
13,0.39641248358604597,-0.30151134457776335,-0.12980125083196284,-0.2470499264728882,-0.6452783169373421,-0.24307431581680236,-0.09667364890456652,-0.5003879990473978,-0.4336936432514417,-0.4322278911657092
14,-0.5765999761251577,3.3166247903553967,0.6948184603358009,0.5533918352992696,-0.6452783169373421,0.3321143958168706,-0.09667364890456652,-0.289258402941986,0.2536572076009231,-0.4322278911657092
15,0.39641248358604597,-0.30151134457776335,-0.12980125083196284,-0.38045688676824785,-0.6452783169373421,-0.31540343524379116,-0.09667364890456652,-0.055709513402587105,-0.3968370354173049,-0.708444531673973
16,0.39641248358604597,-0.30151134457776335,0.282508604751919,1.2648956235411877,-0.6452783169373421,-0.3291804103727414,-0.09667364890456652,-0.4379883470916205,-0.43626183619302333,-0.01790293040331342
17,0.39641248358604597,-0.30151134457776335,-0.12980125083196284,0.41998487500390996,-0.6452783169373421,-1.0318061419492044,-0.09667364890456652,0.14744831895377986,-0.6185896953689732,-0.9846611721822369
18,-0.5765999761251577,-0.30151134457776335,0.6948184603358009,0.19763994117831057,-0.6452783169373421,-0.5151695746135698,-0.09667364890456652,-0.2137788918907333,-0.405312470484708,-0.01790293040331342
19,-0.5765999761251577,-0.30151134457776335,-0.5421111064158447,-0.6028018205938472,-0.6452783169373421,-1.0180291668202541,-0.09667364890456652,-0.055256222490979966,-0.7297261595143306,-0.5703362114198411
20,-0.5765999761251577,-0.30151134457776335,0.282508604751919,1.0425506897155883,-0.6452783169373421,-0.5013925994846196,-0.09667364890456652,0.050481047753233664,-0.09109543353614116,-0.708444531673973
21,0.39641248358604597,-0.30151134457776335,1.1071283159196827,2.7768411735552636,-0.6452783169373421,0.2770064953010696,-0.09667364890456652,-0.5345229667404472,-0.018582903348181086,-0.01790293040331342
22,0.39641248358604597,-0.30151134457776335,-0.5421111064158447,-0.6028018205938472,-0.6452783169373421,-0.6598278134675475,-0.09667364890456652,-0.1509441996903561,-0.4601140731442426,-0.5703362114198411
23,0.39641248358604597,-0.30151134457776335,-0.5421111064158447,-0.6028018205938472,-0.6452783169373421,-0.3429573855016917,-0.09667364890456652,-0.31711059432151784,-0.2427875065758399,-0.5703362114198411
24,-1.5496124358363614,-0.30151134457776335,-0.5421111064158447,-0.6028018205938472,-0.6452783169373421,-1.2832359380525464,-0.09667364890456652,0.06892083133679687,-0.9112951720962051,-0.846552851928105
25,0.39641248358604597,-0.30151134457776335,0.282508604751919,0.46445386176902986,-0.6452783169373421,-0.6908260075076855,-0.09667364890456652,-0.3565539201297381,-0.5811609349979739,-0.5703362114198411
26,0.39641248358604597,-0.30151134457776335,-0.5421111064158447,-0.6028018205938472,-0.6452783169373421,-0.7631551269346742,-0.09667364890456652,-0.3158183364044348,-0.7540617422991879,-0.4322278911657092
27,-0.5765999761251577,-0.30151134457776335,-0.12980125083196284,0.3310469014736702,-0.6452783169373421,-0.48761562435566935,-0.09667364890456652,-0.22972989292017557,-0.58456431179442,-0.29411957091157725
28,0.39641248358604597,-0.30151134457776335,-0.12980125083196284,0.5978608220643895,-0.6452783169373421,-0.40495377358196777,-0.09667364890456652,-0.450259860276193,-0.5581623696585841,0.39642203035908236
29,-0.5765999761251577,-0.30151134457776335,-0.5421111064158447,-0.6028018205938472,-0.39727099227815005,-1.2832359380525464,-0.09667364890456652,0.0943573246152462,-0.9030939165818065,-1.2608778126905007
